year,qtr,area_fips,area_title,avg_mthly_wage,avg_qtrly_wage
2017,1,01041,"Crenshaw County, Alabama",2564,7692
2017,2,01041,"Crenshaw County, Alabama",2716,8148
2017,3,01041,"Crenshaw County, Alabama",2596,7788
2017,1,01043,"Cullman County, Alabama",2848,8544
2017,2,01043,"Cullman County, Alabama",2864,8592
2017,3,01043,"Cullman County, Alabama",2808,8424
2017,1,01045,"Dale County, Alabama",4292,12876
2017,2,01045,"Dale County, Alabama",3884,11652
2017,3,01045,"Dale County, Alabama",4212,12636
2017,1,01047,"Dallas County, Alabama",2932,8796
2017,2,01047,"Dallas County, Alabama",2712,8136
2017,3,01047,"Dallas County, Alabama",2792,8376
2017,1,01049,"DeKalb County, Alabama",2684,8052
2017,2,01049,"DeKalb County, Alabama",2684,8052
2017,3,01049,"DeKalb County, Alabama",2800,8400
2017,1,01051,"Elmore County, Alabama",2712,8136
2017,2,01051,"Elmore County, Alabama",2588,7764
2017,3,01051,"Elmore County, Alabama",2608,7824
2017,1,01053,"Escambia County, Alabama",2948,8844
2017,2,01053,"Escambia County, Alabama",2916,8748
2017,3,01053,"Escambia County, Alabama",2832,8496
2017,1,01055,"Etowah County, Alabama",2724,8172
2017,2,01055,"Etowah County, Alabama",2744,8232
2017,3,01055,"Etowah County, Alabama",2724,8172
2017,1,01057,"Fayette County, Alabama",2436,7308
2017,2,01057,"Fayette County, Alabama",2588,7764
2017,3,01057,"Fayette County, Alabama",2444,7332
2017,1,01059,"Franklin County, Alabama",2600,7800
2017,2,01059,"Franklin County, Alabama",2656,7968
2017,3,01059,"Franklin County, Alabama",2624,7872
2017,1,01061,"Geneva County, Alabama",2372,7116
2017,2,01061,"Geneva County, Alabama",2460,7380
2017,3,01061,"Geneva County, Alabama",2456,7368
2017,1,01063,"Greene County, Alabama",2476,7428
2017,2,01063,"Greene County, Alabama",2744,8232
2017,3,01063,"Greene County, Alabama",2484,7452
2017,1,01065,"Hale County, Alabama",2656,7968
2017,2,01065,"Hale County, Alabama",2696,8088
2017,3,01065,"Hale County, Alabama",2716,8148
2017,1,01067,"Henry County, Alabama",2900,8700
2017,2,01067,"Henry County, Alabama",2776,8328
2017,3,01067,"Henry County, Alabama",3692,11076
2017,1,01069,"Houston County, Alabama",3128,9384
2017,2,01069,"Houston County, Alabama",3012,9036
2017,3,01069,"Houston County, Alabama",3080,9240
2017,1,01071,"Jackson County, Alabama",2628,7884
2017,2,01071,"Jackson County, Alabama",2688,8064
2017,3,01071,"Jackson County, Alabama",2704,8112
2017,1,01073,"Jefferson County, Alabama",4392,13176
2017,2,01073,"Jefferson County, Alabama",4028,12084
2017,3,01073,"Jefferson County, Alabama",3960,11880
2017,1,01075,"Lamar County, Alabama",2860,8580
2017,2,01075,"Lamar County, Alabama",2824,8472
2017,3,01075,"Lamar County, Alabama",2904,8712
2017,1,01077,"Lauderdale County, Alabama",2584,7752
2017,2,01077,"Lauderdale County, Alabama",2596,7788
2017,3,01077,"Lauderdale County, Alabama",2596,7788
2017,1,01079,"Lawrence County, Alabama",2568,7704
2017,2,01079,"Lawrence County, Alabama",2528,7584
2017,3,01079,"Lawrence County, Alabama",2508,7524
2017,1,01081,"Lee County, Alabama",3040,9120
2017,2,01081,"Lee County, Alabama",2908,8724
2017,3,01081,"Lee County, Alabama",2832,8496
2017,1,01083,"Limestone County, Alabama",3544,10632
2017,2,01083,"Limestone County, Alabama",3584,10752
2017,3,01083,"Limestone County, Alabama",3460,10380
2017,1,01085,"Lowndes County, Alabama",3336,10008
2017,2,01085,"Lowndes County, Alabama",3452,10356
2017,3,01085,"Lowndes County, Alabama",3236,9708
2017,1,01087,"Macon County, Alabama",3096,9288
2017,2,01087,"Macon County, Alabama",3200,9600
2017,3,01087,"Macon County, Alabama",3116,9348
2017,1,01089,"Madison County, Alabama",4488,13464
2017,2,01089,"Madison County, Alabama",4288,12864
2017,3,01089,"Madison County, Alabama",4412,13236
2017,1,01091,"Marengo County, Alabama",3076,9228
2017,2,01091,"Marengo County, Alabama",2872,8616
2017,3,01091,"Marengo County, Alabama",2924,8772
2017,1,01093,"Marion County, Alabama",2572,7716
2017,2,01093,"Marion County, Alabama",2624,7872
2017,3,01093,"Marion County, Alabama",2576,7728
2017,1,01095,"Marshall County, Alabama",2608,7824
2017,2,01095,"Marshall County, Alabama",2684,8052
2017,3,01095,"Marshall County, Alabama",2656,7968
2017,1,01097,"Mobile County, Alabama",3488,10464
2017,2,01097,"Mobile County, Alabama",3428,10284
2017,3,01097,"Mobile County, Alabama",3496,10488
2017,1,01099,"Monroe County, Alabama",3200,9600
2017,2,01099,"Monroe County, Alabama",3132,9396
2017,3,01099,"Monroe County, Alabama",3172,9516
2017,1,01101,"Montgomery County, Alabama",3452,10356
2017,2,01101,"Montgomery County, Alabama",3356,10068
2017,3,01101,"Montgomery County, Alabama",3300,9900
2017,1,01103,"Morgan County, Alabama",3372,10116
2017,2,01103,"Morgan County, Alabama",3296,9888
2017,3,01103,"Morgan County, Alabama",3308,9924
2017,1,01105,"Perry County, Alabama",2332,6996
2017,2,01105,"Perry County, Alabama",2408,7224
2017,3,01105,"Perry County, Alabama",2320,6960
2017,1,01107,"Pickens County, Alabama",2888,8664
2017,2,01107,"Pickens County, Alabama",2776,8328
2017,3,01107,"Pickens County, Alabama",2780,8340
2017,1,01109,"Pike County, Alabama",2992,8976
2017,2,01109,"Pike County, Alabama",3056,9168
2017,3,01109,"Pike County, Alabama",3e3,9e3
2017,1,01111,"Randolph County, Alabama",2488,7464
2017,2,01111,"Randolph County, Alabama",2492,7476
2017,3,01111,"Randolph County, Alabama",2480,7440
2017,1,01113,"Russell County, Alabama",2840,8520
2017,2,01113,"Russell County, Alabama",2748,8244
2017,3,01113,"Russell County, Alabama",2760,8280
2017,1,01115,"St. Clair County, Alabama",2884,8652
2017,2,01115,"St. Clair County, Alabama",2772,8316
2017,3,01115,"St. Clair County, Alabama",2816,8448
2017,1,01117,"Shelby County, Alabama",4228,12684
2017,2,01117,"Shelby County, Alabama",3784,11352
2017,3,01117,"Shelby County, Alabama",3824,11472
2017,1,01119,"Sumter County, Alabama",2940,8820
2017,2,01119,"Sumter County, Alabama",2960,8880
2017,3,01119,"Sumter County, Alabama",2908,8724
2017,1,01121,"Talladega County, Alabama",3344,10032
2017,2,01121,"Talladega County, Alabama",3444,10332
2017,3,01121,"Talladega County, Alabama",3404,10212
2017,1,01123,"Tallapoosa County, Alabama",2560,7680
2017,2,01123,"Tallapoosa County, Alabama",2800,8400
2017,3,01123,"Tallapoosa County, Alabama",2456,7368
2017,1,01125,"Tuscaloosa County, Alabama",3340,10020
2017,2,01125,"Tuscaloosa County, Alabama",3404,10212
2017,3,01125,"Tuscaloosa County, Alabama",3324,9972
2017,1,01127,"Walker County, Alabama",2888,8664
2017,2,01127,"Walker County, Alabama",2748,8244
2017,3,01127,"Walker County, Alabama",2804,8412
2017,1,01129,"Washington County, Alabama",4804,14412
2017,2,01129,"Washington County, Alabama",4472,13416
2017,3,01129,"Washington County, Alabama",4480,13440
2017,1,01131,"Wilcox County, Alabama",3448,10344
2017,2,01131,"Wilcox County, Alabama",3132,9396
2017,3,01131,"Wilcox County, Alabama",3208,9624
2017,1,01133,"Winston County, Alabama",2660,7980
2017,2,01133,"Winston County, Alabama",2644,7932
2017,3,01133,"Winston County, Alabama",2672,8016
2017,1,01999,"Unknown Or Undefined, Alabama",5568,16704
2017,2,01999,"Unknown Or Undefined, Alabama",5128,15384
2017,3,01999,"Unknown Or Undefined, Alabama",5168,15504
2017,1,02013,"Aleutians East Borough, Alaska",4076,12228
2017,2,02013,"Aleutians East Borough, Alaska",3564,10692
2017,3,02013,"Aleutians East Borough, Alaska",4732,14196
2017,1,02016,"Aleutians West Census Area, Alaska",4476,13428
2017,2,02016,"Aleutians West Census Area, Alaska",3948,11844
2017,3,02016,"Aleutians West Census Area, Alaska",4856,14568
2017,1,02020,"Anchorage Municipality, Alaska",4372,13116
2017,2,02020,"Anchorage Municipality, Alaska",4252,12756
2017,3,02020,"Anchorage Municipality, Alaska",4252,12756
2017,1,02050,"Bethel Census Area, Alaska",3224,9672
2017,2,02050,"Bethel Census Area, Alaska",3108,9324
2017,3,02050,"Bethel Census Area, Alaska",3332,9996
2017,1,02060,"Bristol Bay Borough, Alaska",3804,11412
2017,2,02060,"Bristol Bay Borough, Alaska",2992,8976
2017,3,02060,"Bristol Bay Borough, Alaska",4492,13476
2017,1,02068,"Denali Borough, Alaska",5144,15432
2017,2,02068,"Denali Borough, Alaska",2872,8616
2017,3,02068,"Denali Borough, Alaska",3304,9912
2017,1,02070,"Dillingham Census Area, Alaska",3272,9816
2017,2,02070,"Dillingham Census Area, Alaska",3216,9648
2017,3,02070,"Dillingham Census Area, Alaska",4184,12552
2017,1,02090,"Fairbanks North Star Borough, Alaska",3868,11604
2017,2,02090,"Fairbanks North Star Borough, Alaska",3880,11640
2017,3,02090,"Fairbanks North Star Borough, Alaska",3996,11988
2017,1,02100,"Haines Borough, Alaska",3188,9564
2017,2,02100,"Haines Borough, Alaska",2584,7752
2017,3,02100,"Haines Borough, Alaska",3004,9012
2017,1,02105,"Hoonah-Angoon Census Area, Alaska",2668,8004
2017,2,02105,"Hoonah-Angoon Census Area, Alaska",2648,7944
2017,3,02105,"Hoonah-Angoon Census Area, Alaska",2696,8088
2017,1,02110,"Juneau City and Borough, Alaska",4012,12036
2017,2,02110,"Juneau City and Borough, Alaska",3836,11508
2017,3,02110,"Juneau City and Borough, Alaska",3968,11904
2017,1,02122,"Kenai Peninsula Borough, Alaska",3744,11232
2017,2,02122,"Kenai Peninsula Borough, Alaska",3544,10632
2017,3,02122,"Kenai Peninsula Borough, Alaska",3568,10704
2017,1,02130,"Ketchikan Gateway Borough, Alaska",3520,10560
2017,2,02130,"Ketchikan Gateway Borough, Alaska",3412,10236
2017,3,02130,"Ketchikan Gateway Borough, Alaska",3520,10560
2017,1,02150,"Kodiak Island Borough, Alaska",3336,10008
2017,2,02150,"Kodiak Island Borough, Alaska",3292,9876
2017,3,02150,"Kodiak Island Borough, Alaska",3660,10980
2017,1,02158,"Kusilvak Census Area, Alaska",1948,5844
2017,2,02158,"Kusilvak Census Area, Alaska",2140,6420
2017,3,02158,"Kusilvak Census Area, Alaska",2076,6228
2017,1,02164,"Lake and Peninsula Borough, Alaska",2452,7356
2017,2,02164,"Lake and Peninsula Borough, Alaska",3056,9168
2017,3,02164,"Lake and Peninsula Borough, Alaska",3792,11376
2017,1,02170,"Matanuska-Susitna Borough, Alaska",3052,9156
2017,2,02170,"Matanuska-Susitna Borough, Alaska",3256,9768
2017,3,02170,"Matanuska-Susitna Borough, Alaska",3324,9972
2017,1,02180,"Nome Census Area, Alaska",3576,10728
2017,2,02180,"Nome Census Area, Alaska",4016,12048
2017,3,02180,"Nome Census Area, Alaska",3948,11844
2017,1,02185,"North Slope Borough, Alaska",8244,24732
2017,2,02185,"North Slope Borough, Alaska",7168,21504
2017,3,02185,"North Slope Borough, Alaska",7164,21492
2017,1,02188,"Northwest Arctic Borough, Alaska",5540,16620
2017,2,02188,"Northwest Arctic Borough, Alaska",5108,15324
2017,3,02188,"Northwest Arctic Borough, Alaska",5084,15252
2017,1,02195,"Petersburg Borough, Alaska",3140,9420
2017,2,02195,"Petersburg Borough, Alaska",3124,9372
2017,3,02195,"Petersburg Borough, Alaska",3560,10680
2017,1,02198,"Prince of Wales-Hyder Census Area, Alaska",2836,8508
2017,2,02198,"Prince of Wales-Hyder Census Area, Alaska",3200,9600
2017,3,02198,"Prince of Wales-Hyder Census Area, Alaska",3236,9708
2017,1,02220,"Sitka City and Borough, Alaska",3260,9780
2017,2,02220,"Sitka City and Borough, Alaska",3364,10092
2017,3,02220,"Sitka City and Borough, Alaska",3396,10188
2017,1,02230,"Skagway Municipality, Alaska",3336,10008
2017,2,02230,"Skagway Municipality, Alaska",2616,7848
2017,3,02230,"Skagway Municipality, Alaska",2976,8928
2017,1,02240,"Southeast Fairbanks Census Area, Alaska",4992,14976
2017,2,02240,"Southeast Fairbanks Census Area, Alaska",4940,14820
2017,3,02240,"Southeast Fairbanks Census Area, Alaska",5020,15060
2017,1,02261,"Valdez-Cordova Census Area, Alaska",4720,14160
2017,2,02261,"Valdez-Cordova Census Area, Alaska",4056,12168
2017,3,02261,"Valdez-Cordova Census Area, Alaska",4040,12120
2017,1,02275,"Wrangell City and Borough, Alaska",2752,8256
2017,2,02275,"Wrangell City and Borough, Alaska",2884,8652
2017,3,02275,"Wrangell City and Borough, Alaska",3060,9180
2017,1,02282,"Yakutat City and Borough, Alaska",3172,9516
2017,2,02282,"Yakutat City and Borough, Alaska",3080,9240
2017,3,02282,"Yakutat City and Borough, Alaska",3152,9456
2017,1,02290,"Yukon-Koyukuk Census Area, Alaska",2680,8040
2017,2,02290,"Yukon-Koyukuk Census Area, Alaska",2764,8292
2017,3,02290,"Yukon-Koyukuk Census Area, Alaska",2936,8808
2017,1,02999,"Unknown Or Undefined, Alaska",4816,14448
2017,2,02999,"Unknown Or Undefined, Alaska",4384,13152
2017,3,02999,"Unknown Or Undefined, Alaska",4916,14748
2017,1,04001,"Apache County, Arizona",3232,9696
2017,2,04001,"Apache County, Arizona",3312,9936
2017,3,04001,"Apache County, Arizona",3232,9696
2017,1,04003,"Cochise County, Arizona",3420,10260
2017,2,04003,"Cochise County, Arizona",3388,10164
2017,3,04003,"Cochise County, Arizona",3516,10548
2017,1,04005,"Coconino County, Arizona",3288,9864
2017,2,04005,"Coconino County, Arizona",3136,9408
2017,3,04005,"Coconino County, Arizona",3348,10044
2017,1,04007,"Gila County, Arizona",3104,9312
2017,2,04007,"Gila County, Arizona",3060,9180
2017,3,04007,"Gila County, Arizona",3080,9240
2017,1,04009,"Graham County, Arizona",3004,9012
2017,2,04009,"Graham County, Arizona",3148,9444
2017,3,04009,"Graham County, Arizona",3032,9096
2017,1,04011,"Greenlee County, Arizona",5344,16032
2017,2,04011,"Greenlee County, Arizona",5072,15216
2017,3,04011,"Greenlee County, Arizona",4588,13764
2017,1,04012,"La Paz County, Arizona",2688,8064
2017,2,04012,"La Paz County, Arizona",2720,8160
2017,3,04012,"La Paz County, Arizona",2812,8436
2017,1,04013,"Maricopa County, Arizona",4196,12588
2017,2,04013,"Maricopa County, Arizona",3944,11832
2017,3,04013,"Maricopa County, Arizona",3948,11844
2017,1,04015,"Mohave County, Arizona",2776,8328
2017,2,04015,"Mohave County, Arizona",2860,8580
2017,3,04015,"Mohave County, Arizona",2856,8568
2017,1,04017,"Navajo County, Arizona",3024,9072
2017,2,04017,"Navajo County, Arizona",2912,8736
2017,3,04017,"Navajo County, Arizona",3024,9072
2017,1,04019,"Pima County, Arizona",3540,10620
2017,2,04019,"Pima County, Arizona",3444,10332
2017,3,04019,"Pima County, Arizona",3476,10428
2017,1,04021,"Pinal County, Arizona",3132,9396
2017,2,04021,"Pinal County, Arizona",3180,9540
2017,3,04021,"Pinal County, Arizona",3136,9408
2017,1,04023,"Santa Cruz County, Arizona",3400,10200
2017,2,04023,"Santa Cruz County, Arizona",3360,10080
2017,3,04023,"Santa Cruz County, Arizona",3772,11316
2017,1,04025,"Yavapai County, Arizona",2932,8796
2017,2,04025,"Yavapai County, Arizona",2928,8784
2017,3,04025,"Yavapai County, Arizona",2944,8832
2017,1,04027,"Yuma County, Arizona",2792,8376
2017,2,04027,"Yuma County, Arizona",3020,9060
2017,3,04027,"Yuma County, Arizona",2948,8844
2017,1,04999,"Unknown Or Undefined, Arizona",7216,21648
2017,2,04999,"Unknown Or Undefined, Arizona",6476,19428
2017,3,04999,"Unknown Or Undefined, Arizona",6484,19452
2017,1,05001,"Arkansas County, Arkansas",2940,8820
2017,2,05001,"Arkansas County, Arkansas",3104,9312
2017,3,05001,"Arkansas County, Arkansas",3028,9084
2017,1,05003,"Ashley County, Arkansas",3288,9864
2017,2,05003,"Ashley County, Arkansas",3156,9468
2017,3,05003,"Ashley County, Arkansas",3216,9648
2017,1,05005,"Baxter County, Arkansas",2592,7776
2017,2,05005,"Baxter County, Arkansas",2588,7764
2017,3,05005,"Baxter County, Arkansas",2608,7824
2017,1,05007,"Benton County, Arkansas",5836,17508
2017,2,05007,"Benton County, Arkansas",4072,12216
2017,3,05007,"Benton County, Arkansas",3768,11304
2017,1,05009,"Boone County, Arkansas",2728,8184
2017,2,05009,"Boone County, Arkansas",2896,8688
2017,3,05009,"Boone County, Arkansas",2904,8712
2017,1,05011,"Bradley County, Arkansas",2468,7404
2017,2,05011,"Bradley County, Arkansas",2580,7740
2017,3,05011,"Bradley County, Arkansas",2476,7428
2017,1,05013,"Calhoun County, Arkansas",4152,12456
2017,2,05013,"Calhoun County, Arkansas",3960,11880
2017,3,05013,"Calhoun County, Arkansas",4028,12084
2017,1,05015,"Carroll County, Arkansas",2240,6720
2017,2,05015,"Carroll County, Arkansas",2260,6780
2017,3,05015,"Carroll County, Arkansas",2188,6564
2017,1,05017,"Chicot County, Arkansas",2356,7068
2017,2,05017,"Chicot County, Arkansas",2456,7368
2017,3,05017,"Chicot County, Arkansas",2408,7224
2017,1,05019,"Clark County, Arkansas",2688,8064
2017,2,05019,"Clark County, Arkansas",2660,7980
2017,3,05019,"Clark County, Arkansas",2616,7848
2017,1,05021,"Clay County, Arkansas",2144,6432
2017,2,05021,"Clay County, Arkansas",2304,6912
2017,3,05021,"Clay County, Arkansas",2228,6684
2017,1,05023,"Cleburne County, Arkansas",2372,7116
2017,2,05023,"Cleburne County, Arkansas",2552,7656
2017,3,05023,"Cleburne County, Arkansas",2384,7152
2017,1,05025,"Cleveland County, Arkansas",2372,7116
2017,2,05025,"Cleveland County, Arkansas",2340,7020
2017,3,05025,"Cleveland County, Arkansas",2484,7452
2017,1,05027,"Columbia County, Arkansas",3044,9132
2017,2,05027,"Columbia County, Arkansas",3024,9072
2017,3,05027,"Columbia County, Arkansas",2964,8892
2017,1,05029,"Conway County, Arkansas",2768,8304
2017,2,05029,"Conway County, Arkansas",2940,8820
2017,3,05029,"Conway County, Arkansas",2772,8316
2017,1,05031,"Craighead County, Arkansas",2924,8772
2017,2,05031,"Craighead County, Arkansas",2876,8628
2017,3,05031,"Craighead County, Arkansas",2928,8784
2017,1,05033,"Crawford County, Arkansas",2656,7968
2017,2,05033,"Crawford County, Arkansas",2732,8196
2017,3,05033,"Crawford County, Arkansas",2672,8016
2017,1,05035,"Crittenden County, Arkansas",2712,8136
2017,2,05035,"Crittenden County, Arkansas",2792,8376
2017,3,05035,"Crittenden County, Arkansas",2660,7980
2017,1,05037,"Cross County, Arkansas",2428,7284
2017,2,05037,"Cross County, Arkansas",2568,7704
2017,3,05037,"Cross County, Arkansas",2544,7632
2017,1,05039,"Dallas County, Arkansas",2392,7176
2017,2,05039,"Dallas County, Arkansas",2448,7344
2017,3,05039,"Dallas County, Arkansas",2376,7128
2017,1,05041,"Desha County, Arkansas",2660,7980
2017,2,05041,"Desha County, Arkansas",2652,7956
2017,3,05041,"Desha County, Arkansas",2640,7920
2017,1,05043,"Drew County, Arkansas",2600,7800
2017,2,05043,"Drew County, Arkansas",2844,8532
2017,3,05043,"Drew County, Arkansas",2608,7824
2017,1,05045,"Faulkner County, Arkansas",2920,8760
2017,2,05045,"Faulkner County, Arkansas",3144,9432
2017,3,05045,"Faulkner County, Arkansas",2948,8844
2017,1,05047,"Franklin County, Arkansas",2764,8292
2017,2,05047,"Franklin County, Arkansas",2720,8160
2017,3,05047,"Franklin County, Arkansas",2740,8220
2017,1,05049,"Fulton County, Arkansas",2172,6516
2017,2,05049,"Fulton County, Arkansas",2364,7092
2017,3,05049,"Fulton County, Arkansas",2172,6516
2017,1,05051,"Garland County, Arkansas",2704,8112
2017,2,05051,"Garland County, Arkansas",2728,8184
2017,3,05051,"Garland County, Arkansas",2720,8160
2017,1,05053,"Grant County, Arkansas",2864,8592
2017,2,05053,"Grant County, Arkansas",2864,8592
2017,3,05053,"Grant County, Arkansas",2888,8664
2017,1,05055,"Greene County, Arkansas",2820,8460
2017,2,05055,"Greene County, Arkansas",2808,8424
2017,3,05055,"Greene County, Arkansas",2796,8388
2017,1,05057,"Hempstead County, Arkansas",2680,8040
2017,2,05057,"Hempstead County, Arkansas",2732,8196
2017,3,05057,"Hempstead County, Arkansas",2692,8076
2017,1,05059,"Hot Spring County, Arkansas",2712,8136
2017,2,05059,"Hot Spring County, Arkansas",2820,8460
2017,3,05059,"Hot Spring County, Arkansas",2656,7968
2017,1,05061,"Howard County, Arkansas",2512,7536
2017,2,05061,"Howard County, Arkansas",2540,7620
2017,3,05061,"Howard County, Arkansas",2476,7428
2017,1,05063,"Independence County, Arkansas",2704,8112
2017,2,05063,"Independence County, Arkansas",2880,8640
2017,3,05063,"Independence County, Arkansas",2764,8292
2017,1,05065,"Izard County, Arkansas",2460,7380
2017,2,05065,"Izard County, Arkansas",2580,7740
2017,3,05065,"Izard County, Arkansas",2444,7332
2017,1,05067,"Jackson County, Arkansas",2860,8580
2017,2,05067,"Jackson County, Arkansas",2756,8268
2017,3,05067,"Jackson County, Arkansas",2736,8208
2017,1,05069,"Jefferson County, Arkansas",3100,9300
2017,2,05069,"Jefferson County, Arkansas",3064,9192
2017,3,05069,"Jefferson County, Arkansas",3056,9168
2017,1,05071,"Johnson County, Arkansas",2364,7092
2017,2,05071,"Johnson County, Arkansas",2540,7620
2017,3,05071,"Johnson County, Arkansas",2440,7320
2017,1,05073,"Lafayette County, Arkansas",2156,6468
2017,2,05073,"Lafayette County, Arkansas",2796,8388
2017,3,05073,"Lafayette County, Arkansas",2172,6516
2017,1,05075,"Lawrence County, Arkansas",2408,7224
2017,2,05075,"Lawrence County, Arkansas",2584,7752
2017,3,05075,"Lawrence County, Arkansas",2392,7176
2017,1,05077,"Lee County, Arkansas",2412,7236
2017,2,05077,"Lee County, Arkansas",2308,6924
2017,3,05077,"Lee County, Arkansas",2304,6912
2017,1,05079,"Lincoln County, Arkansas",2592,7776
2017,2,05079,"Lincoln County, Arkansas",2620,7860
2017,3,05079,"Lincoln County, Arkansas",2512,7536
2017,1,05081,"Little River County, Arkansas",4456,13368
2017,2,05081,"Little River County, Arkansas",3708,11124
2017,3,05081,"Little River County, Arkansas",3444,10332
2017,1,05083,"Logan County, Arkansas",2444,7332
2017,2,05083,"Logan County, Arkansas",2560,7680
2017,3,05083,"Logan County, Arkansas",2416,7248
2017,1,05085,"Lonoke County, Arkansas",2584,7752
2017,2,05085,"Lonoke County, Arkansas",2692,8076
2017,3,05085,"Lonoke County, Arkansas",2592,7776
2017,1,05087,"Madison County, Arkansas",2576,7728
2017,2,05087,"Madison County, Arkansas",2592,7776
2017,3,05087,"Madison County, Arkansas",2528,7584
2017,1,05089,"Marion County, Arkansas",2312,6936
2017,2,05089,"Marion County, Arkansas",2252,6756
2017,3,05089,"Marion County, Arkansas",2200,6600
2017,1,05091,"Miller County, Arkansas",2892,8676
2017,2,05091,"Miller County, Arkansas",3012,9036
2017,3,05091,"Miller County, Arkansas",2828,8484
2017,1,05093,"Mississippi County, Arkansas",3588,10764
2017,2,05093,"Mississippi County, Arkansas",3612,10836
2017,3,05093,"Mississippi County, Arkansas",3436,10308
2017,1,05095,"Monroe County, Arkansas",2296,6888
2017,2,05095,"Monroe County, Arkansas",2312,6936
2017,3,05095,"Monroe County, Arkansas",2432,7296
2017,1,05097,"Montgomery County, Arkansas",2e3,6e3
2017,2,05097,"Montgomery County, Arkansas",2208,6624
2017,3,05097,"Montgomery County, Arkansas",2e3,6e3
2017,1,05099,"Nevada County, Arkansas",3096,9288
2017,2,05099,"Nevada County, Arkansas",2640,7920
2017,3,05099,"Nevada County, Arkansas",2624,7872
2017,1,05101,"Newton County, Arkansas",1936,5808
2017,2,05101,"Newton County, Arkansas",2032,6096
2017,3,05101,"Newton County, Arkansas",1904,5712
2017,1,05103,"Ouachita County, Arkansas",2512,7536
2017,2,05103,"Ouachita County, Arkansas",2700,8100
2017,3,05103,"Ouachita County, Arkansas",2464,7392
2017,1,05105,"Perry County, Arkansas",2316,6948
2017,2,05105,"Perry County, Arkansas",2492,7476
2017,3,05105,"Perry County, Arkansas",2304,6912
2017,1,05107,"Phillips County, Arkansas",2364,7092
2017,2,05107,"Phillips County, Arkansas",2536,7608
2017,3,05107,"Phillips County, Arkansas",2368,7104
2017,1,05109,"Pike County, Arkansas",2284,6852
2017,2,05109,"Pike County, Arkansas",2280,6840
2017,3,05109,"Pike County, Arkansas",2204,6612
2017,1,05111,"Poinsett County, Arkansas",2708,8124
2017,2,05111,"Poinsett County, Arkansas",2820,8460
